微博id,微博正文,发布时间,点赞数,转发数,评论数,热度值,关键短语
ItRqhiH4j,【#教育部回应高考是否推迟#】在12日召开的国务院联防联控机制发布会上，教育部高校学生司司长王辉表示，要把考生和涉考工作人员健康安全放第一位，距离高考还有4个月，将密切关注疫情发展变化，会同相关部门和各地评估疫情对组织考试可能引发的问题，审慎研究制定今年高考方案。 人民日报的微博视频  ,2020-02-12,946598,8248,53355,32.22527525277278,司长王辉#SPLIT#工作人员健康#SPLIT#教育部高校学生司司长#SPLIT#王辉表示#SPLIT#考工作人员
ItI865shy,【#内蒙古支援湖北乳肉600吨#今日启运】2月11日下午，一件件牛奶在呼和浩特市集装上车。内蒙古支援湖北省乳制品和肉制品等生活必需品今日启运。此次支援的物资包括：200吨羊肉、100吨牛肉、100吨猪肉和200吨牛奶。内蒙古自治区商务厅厅长田永告诉记者，这批物资由内蒙古自治区分别从锡林郭勒盟、呼伦贝尔市、赤峰市、呼和浩特市有关企业采购，统一运送到湖北省。将由湖北省方面将这批援助物资安排给荆州市和天门市。（人民日报吴勇） 原图 ,2020-02-11,369863,9313,21534,30.5158714445163,内蒙古支援#SPLIT#乳制品肉制品#SPLIT#人民日报吴勇#SPLIT#内蒙古自治区商务厅#SPLIT#内蒙古自治区锡林郭勒盟
ItzTyl8ds,【#87岁老人为抗疫捐出20万#，她的家却让人泪目…】10日，重庆万盛街道万新社区便民服务中心，87岁的老人倪素英捐出她的毕生积蓄20万元。她说，这笔钱她已经攒了30多年，现在，是这笔钱发挥价值的时候了。老人多年来一直独居，租住在一个老旧门市内，平时摆摊卖小百货来补贴家用，她生活节俭，舍不得为自己多花一分钱。老人儿子说，“我母亲是个热心肠，她为疫情防控捐款，我们子女也大力支持”。工作人员再三劝说，希望老人慎重考虑，但她却始终坚持要将这笔钱捐出去。“你们放心，我有儿有女都孝顺，还有退休金，还做小生意，吃穿不愁。”老人坚定地说。“国家有难，我不能做旁观者。”（蒋云龙） [组图共3张] 原图 ,2020-02-10,724454,47038,33692,33.142887856796165,万盛街道#SPLIT#便民服务中心#SPLIT#倪素英捐出#SPLIT#再三劝说#SPLIT#卖小百货
Itxlszmw7,【#到武汉去#！#41架包机近6000人同天抵达武汉#】2月9日，来自辽宁、上海、天津、河北、山西、江苏、浙江、广东、四川、山东、河南、福建等省近6000人组成的多支医疗队乘坐41架次包机陆续抵汉。这是疫情以来，机场迎接运输保障医疗队人数最多的一天。他们将以“一省包一市”的方式，支持湖北省16个市的疫情防控救治工作。加油！  http://t.cn/A6hhPRji ,2020-02-10,628168,14819,31359,31.808947869310323,医疗队乘坐#SPLIT#医疗队人数#SPLIT#疫情防控#SPLIT#组成医疗队#SPLIT#防控救治
Itvr911PX,【#河南一医院院长拒戴口罩被停职#】2月8日，河南新郑，一女士途经道路卡点#被要求戴口罩时连说16个我不戴#。该女子情绪激动，自称新郑某医院领导，威胁现场工作人员，扬长而去。9日@郑州发布 通报，该女子存在不当言行，造成了不良影响，已暂停其副院长职务，市纪委监委已成立调查组调查。 http://t.cn/A6Ps9sLv ,2020-02-10,703488,7039,34810,31.27780027046174,戴口罩#SPLIT#医院院长拒#SPLIT#口罩停职#SPLIT#口罩连说#SPLIT#河南医院院长
It6vvtD94,【国家卫健委：#16省份一省包一市支援湖北#】国务院联防联控机制新闻发布会2月7日下午召开，国家卫生健康委医政医管局监察专员郭燕红介绍，我们现在建立了16个省支援武汉以外地市的一一对口支援关系，以一省包一市的方式，全力支持湖北省加强病人的救治工作，维护好人民群众的生命安全和身体健康。http://t.cn/A6Pd7Pw2 ,2020-02-07,2515125,38704,145844,35.768090338838924,一一对口#SPLIT#专员郭燕红#SPLIT#以外地市#SPLIT#全力支持湖北省#SPLIT#包一市支援
It3fbfDJ3,【#天津一患者致973人被隔离# ：发热门诊流程管理不严，医院封控】据@津云 报道，2月6日，天津防控指挥部召开新闻发布会，通报了因第70例确诊患者引发的事件：2月1日上午10时，一患者因发热、咳嗽一周，由北辰区乘坐网约车赴武清，10：32到达武清区人民医院发热门诊就诊。武清区通报显示，患者就诊过程中，接诊医生多次询问流行病学史无异常，胸片检查及血常规检查均提示细菌性肺炎，经胸CT检查后，综合判定为普通发热患者，在呼吸内科住院治疗。2月3日晚，武清区疾控中心对该患者进行了新冠病毒核酸检测，4日凌晨3：20结果显示弱阳性，区疾控中心将标本送至市疾控中心复核，复核结果也显示为弱阳性。2月4日，市疾控中心专家到区人民医院，现场对患者的防控处置措施进行指导，下午再次采样送至市疾控中心进行核酸检测，结果为阴性。2月5日，市疾控中心再次取样检测，检测结果为阳性后将该患者转至海河医院救治，成为第70例确诊病例。这样的诊治疗程，表面看不出什么问题，实质上却在操作过程中存在着问题。在新闻发布会上，武清区委常委、常务副区长吴丽祥坦承，该病例对发热门诊流程管理有3点警醒和教训：一是对发热门诊病人的鉴诊要极为慎重，特别是需要收治到普通住院病房进一步治疗的病人，必须通过专家组会诊研判后，谨慎决策，这个病例没有经过专家会诊和病例讨论；二是这个田某的病例，住院以后实际上是跟他的哥哥收治在同一个病房，这样就形成一个交叉感染风险，他的哥哥现在已经经过三次核酸检验，目前结果都显示为阴性，他也作为田某的密切接触者正在隔离治疗。这种治疗方式也暴露出我们医院在诊治过程中警惕性不强，操作也不规范；三是发热病人的鉴诊，如需进行进一步检查，比如CT、B超等方式，一定要与普通门诊和病区隔离，坚决不能离开发热门诊的防护范围。后经过对人员分类和深入排查，武清区人民医院梳理需管控隔离人员973人，其中739人转到集中隔离点进行观察隔离，234名患者则实行住院隔离治疗。目前，武清区所需集中医学观察点准备工作已经就绪，在流行病专家的指导下，正在组织相关隔离人员陆续安全转移。市新型冠状病毒感染肺炎市级医疗救治专家组组长吴琦表示，该病例给广大医护人员带来了思考和启示。“作为一个新发疾病，对医生是全新挑战，会带来很多鉴别诊治和治疗上的困难。因此，特别特别希望我们医护人员，保持足够警惕，用最大责任感来应对更加复杂的情况。”同时吴琦也呼吁就诊患者要向医生详细介绍情况。 原图 ,2020-02-07,910521,7486,53161,32.10345883402145,发热门诊#SPLIT#市疾控中心#SPLIT#例确诊#SPLIT#武清区人民医院#SPLIT#流程管理
IsYwlAYOq,【#中医药有效方剂筛选取得进展#】据国家中医药管理局，1月27日起，经在四省份试点开展清肺排毒汤救治新型冠状病毒感染的肺炎患者临床观察显示，截至2月5日0时，4个试点省份运用清肺排毒汤救治确诊病例214例，3天为一个疗程，总有效率达90%以上，其中60%以上患者症状和影像学表现改善明显，30%患者症状平稳且无加重。专家介绍，清肺排毒汤由汉代张仲景所著《伤寒杂病论》中多个外感热病的经典方剂优化组合而成。专家提示，该方为疾病治疗方剂，不建议作为预防方使用。http://t.cn/A6P3EBu0 原图 ,2020-02-06,215895,12428,17157,30.19439349956257,清肺排毒#SPLIT#汤救治#SPLIT#患者症状#SPLIT#优化组合成#SPLIT#伤寒杂
H9DfgkIu8,【-15℃！消防员救火后变冰人 浑身结冰登车都难】28日，山西太原古交一菜市场彩钢房失火。消防员经过一个多小时奋战将火扑灭，无人员伤亡。当时气温低至-15℃，消防员浑身结冰，任务结束后甚至无法弯腰曲膝，上车都困难。致敬，年度最冷造型下的最暖英雄！人民网的秒拍视频  ,2018-12-30,174710,25544,14932,30.600634323462266,浑身结冰#SPLIT#变冰人#SPLIT#山西太原古#SPLIT#年度最冷#SPLIT#弯腰曲膝
H9wiZkJbm,#守护宝贝#【扩散！就要新年了，你愿帮这些被拐孩子转发吗？】他们都是警方打拐行动中被解救的孩子，他们中很多被拐时，还是几个月大的婴儿，至今不知爸爸妈妈的样子…每一个被拐孩子背后，都有一个破碎的家庭。全国打拐解救儿童寻亲公告平台上的孩子们↓↓帮宝贝回家，转！  [组图共9张] 原图 ,2018-12-29,30361,94523,7954,30.089416513395484,不知爸爸妈妈#SPLIT#寻亲公告#SPLIT#帮拐孩子#SPLIT#打拐解救#SPLIT#拐孩子背后
H9tv2c6Ly,【抽个奖而已，需要这么正式吗？】国防部新闻发布会上被发言人念出ID是什么感受？12月27日下午国防部举行例行记者会，国防部新闻局局长、国防部新闻发言人吴谦大校公布了上周四国防部官微抽奖活动结果， 共有10位幸运“粉丝”获奖，然后这十个ID就这么当众被念了出来……这视频的秒拍视频  ,2018-12-29,90273,41846,28900,31.754524986537554,国防部新闻#SPLIT#发言人吴谦#SPLIT#发言人念出#SPLIT#吴谦大校#SPLIT#国防部新闻局
H9sVFlhpf,【91岁爷爷迷路，93岁奶奶甜蜜责骂：我不要跟你在一起了】12月25日晚，安徽郎溪县民警将一名迷路的91岁老爷爷送回家，家中93岁的奶奶甜蜜责骂：“我要你别出去，你不相信我，我不要跟你在一起了。”爷爷还不服气地回嘴，两人联手给警察喂了一肚子“狗粮”。网友：满满的人民日报的秒拍视频  ,2018-12-29,96402,20782,15061,30.109932366034197,甜蜜责骂#SPLIT#一肚子狗粮#SPLIT#不服气回嘴#SPLIT#爷爷不服气#SPLIT#爷爷迷路
H8YaXk2df,【今天，纪念一位伟人】①星星之火，可以燎原；②从群众中来，到群众中去；③世界是你们的，也是我们的，但是归根结底是你们的；④务必使同志们继续地保持谦虚、谨慎、不骄、不躁的作风，务必使同志们继续地保持艰苦奋斗的作风。今天，毛主席诞辰125周年。重温，缅怀！  [组图共9张] 原图 ,2018-12-26,131125,39703,11777,30.542147198514197,继续保持#SPLIT#务必同志们#SPLIT#伟人星星之火#SPLIT#毛主席诞辰#SPLIT#纪念伟人
H8C7K4yqx,【#你好，明天#】“你知道中国人有多拼吗？”一段写实的短片走红网络。程序员凌晨四点关灯，早餐店凌晨四点开灯；白领24小时待机，大夫无暇开机。千万种忙碌，同一种拼搏。尽管有时佛系，有时转发锦鲤，但仍相信：庸碌没有未来，拼搏就不白费。致敬每一个你，成就奋斗的自己和奋斗的中国！http://t.cn/E4pZO3h ,2018-12-23,88979,49046,14194,30.839585356584145,写实短片#SPLIT#大夫无暇#SPLIT#庸碌没有#SPLIT#拼搏白费#SPLIT#无暇开机
H8l7B8ttv,"【美国检方决定不予起诉刘强东】明尼阿波利斯市亨内平县检察官办公室今日公布刘强东事件的调查结果，决定不予起诉，这也意味着该案正式结案，刘强东无罪。京东官方也在第一时间发布声明：今天, 明尼阿波利斯市亨内平县检察官办公室宣布，其将不会对京东集团CEO刘强东先生提起任何指控。我们欢迎这个决定，京东集团将继续致力于为全球客户和合作伙伴提供最好的服务，为投资者创造长期价值。 原图 ",2018-12-22,68914,18834,22805,30.46595509751637,检察官办公室#SPLIT#亨内平#SPLIT#内平县#SPLIT#明尼阿波利斯市亨#SPLIT#不会京东集团
H8h5Kvq8x,【#中央经济工作会议#：坚持房子是用来住的、不是用来炒的定位】要构建房地产市场健康发展长效机制，坚持房子是用来住的、不是用来炒的定位，因城施策、分类指导，夯实城市政府主体责任，完善住房市场体系和住房保障体系。  原图 ,2018-12-21,58021,22209,19421,30.303829265596622,住房保障体系#SPLIT#发展长效机制#SPLIT#城施策#SPLIT#施策分类#SPLIT#炒定位
H87xcAVls,【ofo公司收到“限制消费令”】据中国执行信息公开网，12月4日，法院对东峡大通（北京）管理咨询有限公司作出了“限制消费令”，该公司及戴威本人不得实施以下消费行为：选择飞机、列车软卧、轮船二等以上舱位；在星级以上宾馆、酒店、夜总会、高尔夫球场等场所进行高消费；旅游、度假等。详↓↓  [组图共3张] 原图 ,2018-12-20,180056,67090,38871,33.016363773130834,限制消费#SPLIT#东峡大通#SPLIT#以下消费行为#SPLIT#公司戴威#SPLIT#夜总会高尔夫球场
H7NiS9nmB,#改革开放40周年#【致敬！“改革先锋”100人完整名单】弘扬敢闯敢试、敢为人先的改革精神，将改革开放进行到底。转发，致敬！  [组图共9张] 原图 ,2018-12-18,105503,32266,13283,30.406525761802392,弘扬敢闯#SPLIT#敢试敢为人先#SPLIT#敢闯敢试#SPLIT#改革开放致敬#SPLIT#先锋完整
H7MWbkoMn,欢迎来到幸福长街40号，这里有我们共同走过的40年致敬#改革开放40周年#。戳网页链接进入动画原声版→网页链接  原图 ,2018-12-18,196887,73545,26167,32.55930035266978,网页链接#SPLIT#动画原声#SPLIT#原声版#SPLIT#幸福长街#SPLIT#戳网页
H7KyNdzfF,【#改革开放40周年#：今天，致敬改革开放！】40年改革开放，40年沧桑巨变。改革开放永不停步，这是向世界的宣示，也是对中国的期许：下一个40年，定让世界刮目相看。中国，继续加油！  [组图共9张] 原图 ,2018-12-18,109105,128334,32153,33.12987510247783,中国期许#SPLIT#定让世界#SPLIT#改革开放永不#SPLIT#永不停步#SPLIT#沧桑巨变
H7x2Q73ld,【#2018年最后15天#，你的拖延症有好转吗？】如何彻底摆脱拖延症？这和你想做的事情息息相关，将任务分解，找出你拖延的真正原因，以及可以调动自己兴趣的目标，最后就是制定合理的计划，遇到困难的时候，有预备方案，没有什么能阻挡你！人人视频的秒拍视频 ,2018-12-16,100309,50800,18993,31.37149928155531,人人视频#SPLIT#找出拖延#SPLIT#拖延症好转#SPLIT#摆脱拖延症#SPLIT#调动兴趣
H7juj6HS6,【著名作家#二月河病逝#】据河南日报，著名作家二月河于今日凌晨病逝于北京。二月河（凌解放），河南南阳作家群代表人物，因其笔下五百万字的“帝王系列”：《康熙大帝》《雍正皇帝》《乾隆皇帝》三部作品，被海内外读者熟知。先生一路走好！  [组图共4张] 原图 ,2018-12-15,77101,21205,17001,30.2001110840278,河病逝#SPLIT#乾隆皇帝作品#SPLIT#作家群代表#SPLIT#凌解放#SPLIT#南阳作家群
H7e4fFs4b,【正在直播：星空压轴大戏——双子座流星雨来了！】作为每年最值得期待的流星雨之一，2018年双子座流星雨将从12日一直持续至17日，12月14日达到高潮。峰值每小时的天顶流星量在120颗左右，相当于1分钟里就有两颗流星划过夜空。戳直播↓↓@人民日报 带你去看流星雨！ 人民日报的微博直播 .  ,2018-12-14,412248,17109,75761,33.06513796423952,双子座流星雨#SPLIT#划过夜空#SPLIT#压轴大戏#SPLIT#大戏双子座#SPLIT#天顶流星
H70oql0Lw,【南京今日举行国家公祭仪式 全城默哀一分钟】今天，第五个南京大屠杀死难者国家#公祭日#。上午10时，国家公祭仪式将举行。10∶01—10∶02，警报将全城鸣响。首部国家公祭地方法规《南京市国家公祭保障条例》今日施行，规定国家公祭日当天全城默哀一分钟。勿忘历史，珍爱和平！南京今日举行国家公祭仪式 全城将默哀一分钟 [组图共9张] 原图 ,2018-12-13,78048,32316,17303,30.653934194774834,国家公祭#SPLIT#全城默哀#SPLIT#公祭仪式#SPLIT#全城鸣响#SPLIT#公祭日
H6ZR5DnKo,#公祭日#【南京大屠杀幸存者群像录：转发，为史存证！】截至今天，登记在册的南京大屠杀幸存者已不足百人，仅2018年，就已有20位幸存者永远离开。他们的名字和肖像，就是历史的铁证。有些人忘了，我们不能忘！每一个中国人永远铭记！  [组图共9张] 原图 ,2018-12-13,95542,40405,13669,30.624837805806237,南京大屠杀幸存者#SPLIT#公祭日#SPLIT#史存证#SPLIT#幸存者永远#SPLIT#幸存者群像
H6Zq5o3hX,【今天，请一起转发微博，共同祭奠死难同胞】1937年的今天，侵华日军攻陷南京。短短6周内，30多万中国军民惨遭杀戮，山河破碎，生灵涂炭……昭昭前事，惕惕后人！今天，南京大屠杀死难者国家#公祭日#，我们以国家的名义祭奠，不是为了延续仇恨，而是为了和平与正义长存。转发，愿逝者安息，和平永存！  [组图共9张] 原图 ,2018-12-13,256862,7456670,95312,39.25015093734759,侵华日军攻陷#SPLIT#公祭日#SPLIT#军民惨遭#SPLIT#名义祭奠#SPLIT#和平永存
H6jwKtaYx,#人民直播#【看现场丨直击第17届中国电影华表奖颁奖典礼】第十七届中国电影华表奖颁奖典礼于12月8日在国家游泳中心（水立方）举行，近300位电影人齐聚盛典！你喜欢的电影明星会不会获奖呢？一起来看↓↓ 人民日报的微博直播 .  ,2018-12-08,123198,85920,69169,33.938445437383365,华表奖颁奖典礼#SPLIT#中国电影#SPLIT#电影华表奖#SPLIT#丨直击#SPLIT#中心水立方
H696NgTDg,【痛心！老人冰面行走掉进冰窟 23岁消防员救援时落水牺牲】7日，辽宁鞍山一老人在公园结冰的湖面上行走落水，鞍山消防支队多名消防员赶去营救。事发时气温为零下-15℃，救援中冰面突然大面积坍塌，救援人员落水。最终，落水的老人遇难，一名消防员经抢救无效牺牲，年仅23岁。人民日报的秒拍视频  ,2018-12-07,83545,35603,28688,31.543193178282216,大面积坍塌#SPLIT#抢救无效牺牲#SPLIT#掉进冰窟#SPLIT#消防员抢救无效#SPLIT#消防员赶去
H5E0mCsDY,【4岁#女童过斑马线被碾压致死# 交警：心都碎了】12月1日，深圳一女子牵着一4岁女孩过斑马线，并抬手示意前方车辆礼让。该车不但没减速，还将女孩卷入车底碾压致死。据@深圳交警 初查，张某某驾驶机动车未注意前方道路交通情况，行经人行横道时遇行人通过未停车让行是事故原因。http://t.cn/Ey477jh http://t.cn/EyLha9J ,2018-12-04,38561,13790,37159,30.59626508116567,碾压致死#SPLIT#人行横道遇#SPLIT#停车让行#SPLIT#前方道路交通#SPLIT#卷入车底
H5oifmERS,【#五省市启动携号转网# 不换号码可转运营商】不用换手机号，就能更换不同的基础电信运营商！12月1日，首批试点的天津、湖北、云南、江西、海南5省市执行携号转网新规，用户可以通过短信查询是否具有携号转网资格并申请授权码，然后前往转入方的运营商营业厅办理携号转网业务。“携号转网”新流程今日上线 天津等5省市率先体验  [组图共2张] 原图 ,2018-12-02,111920,33265,33931,31.87323610686841,携转网#SPLIT#不换号码#SPLIT#前往转入方#SPLIT#换手机号#SPLIT#流程上线
H4KGm70H5,【43岁歌手陈某因吸毒、非法持有毒品被北京警方行拘】11月26日，石景山公安分局根据群众举报，在本市某小区抓获2名涉毒违法人员陈某（男，43岁，歌手）和何某某（女，25岁，无业），现场起获冰毒7.96克、大麻2.14克。经尿检，陈某呈冰毒类和大麻类阳性，何某某呈大麻类阳性。目前，陈某因吸毒、非法持有毒品，何某某因吸毒均被行政拘留。此案正在进一步工作中。@平安石景山 [组图共2张] 原图 ,2018-11-28,94948,29352,30069,31.48462254082036,大麻类阳性#SPLIT#何某某吸毒#SPLIT#何某某呈#SPLIT#冰毒大麻#SPLIT#冰毒大麻类
H48NznnDL,【衣衫褴褛男子到派出所捐1000元：钱是正规渠道来的，请放心交给贫困学子】23日，浙江宁波，白鹤派出所接待了一名特殊来访者：一名看似流浪汉的男子到所捐献1000元，请民警帮忙转交给困难学子。他说：“我在报纸上看到助学计划，也想捐点钱！”此举瞬间感动周围人，前来办事的市民纷纷解囊相助。http://t.cn/ELPZiSl ,2018-11-24,139610,21399,15815,30.397619879669485,捐钱#SPLIT#来访者看似#SPLIT#特殊来访者#SPLIT#白鹤派出所#SPLIT#看似流浪汉
H1SLMoYgA,【国家广电总局：#严控综艺节目嘉宾片酬#】国家广电总局今日发布通知，要求：①坚决纠正高价邀请明星、竞逐明星的不良现象；②各电视上星综合频道19:30-22:30播出的综艺节目要提前向总局报备嘉宾姓名、片酬、成本占比等信息，每个节目全部嘉宾总片酬不得超过节目总成本的 40%，主要嘉宾片酬不得超过嘉宾总片酬的70%。③严禁签订收视对赌协议。严禁任何机构和个人干扰、造假收视率（点击率）数据。 http://t.cn/EAtb96d ,2018-11-09,50873,19020,31672,30.816682337094722,嘉宾片酬#SPLIT#片酬超过#SPLIT#严控综艺节目#SPLIT#占比信息#SPLIT#国家广电总局严控
H1P5AcmU4,【今天，转发微博，#致敬消防英雄#！】灾难面前，用生命诠释最美逆行；危急时刻，以血肉之躯倾力救援。地震、洪水、火灾...哪有危难，他们就在哪里，哪怕我们并不知他们的姓名。和平年代，他们却与“牺牲”如此接近，只为守护你我平安。今天，全国消防日，逆火而行的人，愿你每次出发，都能平安归来！http://t.cn/EAL6v86 ,2018-11-09,88058,687684,12743,33.3131911022941,地震洪水#SPLIT#最美逆行#SPLIT#血肉之躯倾力#SPLIT#诠释最美#SPLIT#逆火行
H1L34hwvH,【记者调查福建泉港碳九泄漏现场：仍感到喉咙难受、胸闷】11月8日，记者来到事发海域，事隔4天，仍能闻到比较浓的异味，感到喉咙难受、胸闷。泄漏点附近的渔排泡沫被腐蚀，渔排出现下沉，有渔民养的鲍鱼出现死亡，一些渔民损失严重。8日，区政府通报，医院接诊52名疑似接触碳九泄漏身体不适的患者。http://t.cn/EALl6Xi ,2018-11-08,221660,49091,50935,33.21339143362936,碳泄漏#SPLIT#喉咙难受#SPLIT#难受胸闷#SPLIT#泉港碳#SPLIT#泡沫腐蚀
H0mWD1hkh,【正在直播：重庆坠江公交水下视频曝光车辆细节，直击现场】重庆公交车坠江事故，发现9名遇难者，已打捞上岸7名。潜水员进入公交车内搜寻，发现车窗玻璃全部破碎，车辆前方数米处有一断崖。现场应急救援指挥部要求，尊重遇难者，优先搜寻遇难者遗体。现场正根据方案开展相关工作。 http://t.cn/EwhYxoG . ,2018-10-30,364113,6240,45182,31.219221130453633,坠江#SPLIT#打捞上岸#SPLIT#搜寻遇难者#SPLIT#数米处#SPLIT#直击现场
GBUKpyGbI,【人民日报超燃MV#中国有我#：中国有我，我有中国】每个人，每一点平凡的努力，成就不平凡的自己，也成就不平凡的中国。感谢我有中国，总有港湾和依靠，也请相信，中国有我，会成就更骄傲的中国！@TFBOYS-易烊千玺 ，@韩雪，@TIA袁娅维 ，@钟天使-cycling，@林超攀 倾情献唱 人民日报的秒拍视频  ,2018-10-01,156948,98696,47435,33.63235299484685,倾情献#SPLIT#易烊玺#SPLIT#港湾依靠#SPLIT#成就平凡#SPLIT#钟天使
GBN0M96au,【一起来！参与#中国有我#互动征集！】国庆节，人民日报新媒体“中国有我”大型网络互动众筹活动启动！欢迎大家登陆人民日报微博、人民日报客户端活动专区，上传文字、照片、视频，表白祖国，展示祖国巨变，记录你为祖国发展付出的努力。前路虽远，行则必至。每个人，每一点努力，都会成就更好的中国！来人民日报新媒体，参与征集，向祖国表白，为中国努力！@TFBOYS-易烊千玺 @TIA袁娅维  @林超攀 @范范范可新 @钟天使-cycling http://t.cn/EhvvefD ,2018-09-30,80251,34392,41713,32.04995993996775,上传文字#SPLIT#众筹#SPLIT#前路远#SPLIT#向祖国表白#SPLIT#易烊玺
GxKlvmxD6,#开学季#【人民日报：期待“00后”书写青春精彩】据报道，今年大学新生中有超过2/3为2000年后出生的“00后”。一代人有一代人使命，每一代人都要经历自己的成长。面对充满梦想和创新无处不在的时代，新一代尤需不断突破“小我”，在与国家共奋进的路上，成就真正的“大我”，用奋斗成就有价值的人生。 http://t.cn/RF1kaPe ,2018-09-04,103721,71426,60026,33.45499059915934,一代人一代人#SPLIT#一代人使命#SPLIT#尤需不断#SPLIT#新一代尤需#SPLIT#突破小我
GxbKWdr5w,#新个税法通过#，一图看清你能省多少钱。转给小伙伴！附个税计算器→ 网页链接  原图 ,2018-08-31,118432,36126,33166,31.94981315363009,个税计算器#SPLIT#新个税法#SPLIT#转给小伙伴#SPLIT#附个税#SPLIT#网页链接
GwaOR7D8r,【#你好，明天#】台风“温比亚”过境，上游三水库同时泄洪，山东寿光受灾严重，揪心。险情已排除，但绝不能掉以轻心，尤其要加强消毒防疫，防止次生灾害发生。妥善安顿受灾群众，也要坦诚解疑释惑：这样一次灾害，几分因疾风骤雨，几分因估计不足？苍生二字很重，责任重于泰山，请一定筑牢安全堤坝。  原图 ,2018-08-24,42866,16663,38487,30.891087447078284,坦诚解疑释惑#SPLIT#妥善安顿#SPLIT#安顿受灾#SPLIT#寿光受灾#SPLIT#山东寿光
GwabWrlA3,#寿光水灾#【潍坊已派出112支卫生防疫队 确保大灾后无大疫】大众网消息：据潍坊市救灾防病工作新闻发布会，自21日起，潍坊市疾控中心等机构已全面介入灾后防疫，共派出卫生防疫队112支，并从外省抢购了价值约100万元的消杀药品22吨、消杀器械500件，专项用于消灭蚊蝇和饮水消毒，确保大灾后无大疫。  原图 ,2018-08-24,42718,14502,42638,30.90409724573113,派出卫生防疫#SPLIT#卫生防疫队#SPLIT#大灾疫#SPLIT#确保大灾#SPLIT#外省抢购
Gw67RwCfK,【#寿光水灾#：菜农哭诉毕生积蓄没了】8月23日，山东潍坊。寿光市口子村积水尚未退去，当地农民看着被洪水冲毁的蔬菜大棚和被泡过的葡萄痛苦不已。澎湃新闻的秒拍视频  ,2018-08-24,108519,45310,38089,32.34021058019623,冲毁蔬菜#SPLIT#哭诉积蓄#SPLIT#寿光水灾#SPLIT#寿光市口#SPLIT#尚未退去
GvVNxk0Rc,【正在直播：清华大学2018年开学典礼】又一年#开学季#，00后大一新生登场。清华2018新生里，2000年后出生的最多，占了3/4。到最高学府就读是种怎样的体验？清华大学2018年开学典礼今日举行，@人民日报 带你去感受现场↓↓一起围观！ 人民日报的微博直播 .  ,2018-08-23,296481,33403,14711,31.110929975356367,清华大学开学典礼#SPLIT#大一新生#SPLIT#学府就读#SPLIT#带你去感受#SPLIT#开学典礼举行
GvLN97G7r,【30金稳居第一！转发，为中国健儿喝彩】今天，#印尼亚运会#开赛第四天。在之前的比赛中，中国队共收获30金18银12铜。孙杨男子400米自由泳夺冠，拿到本届亚运会个人第三枚金牌；刘湘女子50米仰泳夺冠，打破尘封近十年的世界纪录；女子水球实现亚运三连冠。一起回顾夺金瞬间↓↓中国队，加油！  [组图共9张] 原图 ,2018-08-22,134200,23385,23291,31.047237658664173,亚运三连冠#SPLIT#亚运会开赛#SPLIT#仰泳夺冠#SPLIT#健儿喝彩#SPLIT#刘湘女子
Gvat2F2Cp,#印尼亚运会#【转发微博，为中国健儿加油！】今天，第十八届亚运会将在印度尼西亚首都雅加达开幕。本届亚运会，“亚洲飞人”苏炳添、“大白杨”孙杨、“洪荒少女”傅园慧、女排名将朱婷等将齐齐亮相，“电竞中国团队”还将首次出征表演赛。除此之外还有哪些看点？你最期待哪场比赛？一起为中国队加油！  [组图共9张] 原图 ,2018-08-18,71993,80918,28321,32.270464214091724,亚运会印度尼西亚#SPLIT#健儿加油#SPLIT#傅园慧女排#SPLIT#出征表演赛#SPLIT#印尼亚运会
Gv6U8DXjm,【泪奔！孝子跪求医生救母亲，医生没含糊，喊回来20个休假的同事帮忙】8月14日，山西太原中铁十二局集团中心医院糖尿病科主任苏敬接到过去一位患者的电话，感谢医护人员，给了她亲眼看到孩子考上大学的机会。今年初，王女士突发疾病被送医，儿子两度给医生下跪。医生发出求助信息，20位正休假的同事自发赶回医院，经5小时抢救，王女士转危为安。http://t.cn/RkLh2qS ,2018-08-17,178616,21192,24149,31.14598526991025,休假同事#SPLIT#中心医院糖尿#SPLIT#主任苏敬#SPLIT#亲眼看到孩子#SPLIT#喊回来休假
GuWkhlMSf,"【西安官方回应""扔烟头拍照""：系进行清点 非陷害保洁员】近日，一段显示“西安2名女子将一包烟头扔地上，拍照后离开”的视频热传，有怀疑称是检查员故意“诬陷”环卫工。官方回应：是区城管局两名工作人员在履行“烟头捡拾情况”的督导暗查职责，检查人员将沿途捡拾收集的烟头，倾倒于地面进行清点，并拍照留存。由于没有及时将清点后的烟头收集处理，造成误解。已对检查人员进行批评教育并调离工作岗位。（华商报）http://t.cn/RkhOkJM http://t.cn/RkPenAV ",2018-08-16,40852,21617,50555,31.53640471612872,进行清点#SPLIT#官方回应#SPLIT#城管局工作人员#SPLIT#工作人员履行#SPLIT#已对检查人员
GuW0e03XK,吉林长春长生公司问题疫苗案件问责名单↓↓  原图 ,2018-08-16,177676,67026,52719,33.46583734310534,吉林长春长生#SPLIT#长生公司#SPLIT#问责名单#SPLIT#案件问责#SPLIT#疫苗案件
GuRBZuK9q,【谢谢你，陌生人】总有一个瞬间，让人觉得世界是温暖的。人民日报的秒拍视频  ,2018-08-16,186652,51816,83425,33.92154977381669,陌生人瞬间#SPLIT#人民日报拍#SPLIT#世界温暖#SPLIT#拍视频#SPLIT#觉得世界
